Entry,Entry name,Status,Protein names,Gene names,Organism,Length
A0A1B0GR51,A0A1B0GR51_MOUSE,unreviewed,E3 ubiquitin-protein ligase RNF170 (Fragment),Rnf170,Mus musculus (Mouse),249
Q544S6,Q544S6_MOUSE,unreviewed,Uncharacterized protein,Cyp39a1,Mus musculus (Mouse),470
Q6PEV0,Q6PEV0_MOUSE,unreviewed,Epoxide hydrolase (EC 3.3.2.9),Ephx1,Mus musculus (Mouse),441
Q3TA54,Q3TA54_MOUSE,unreviewed,MSP domain-containing protein (Fragment),Vapb,Mus musculus (Mouse),208
A0A0A6YVP9,A0A0A6YVP9_MOUSE,unreviewed,Dimethylaniline monooxygenase [N-oxide-forming] 1 (EC 1.14.13.8) (Dimethylaniline oxidase 1) (Fragment),Fmo1,Mus musculus (Mouse),229
Z4YMP4,Z4YMP4_MOUSE,unreviewed,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134) (Fragment),Hacd4 Hcad4 Ptplad2,Mus musculus (Mouse),262
B1ASW5,B1ASW5_MOUSE,unreviewed,Trafficking protein particle complex subunit,Trappc1,Mus musculus (Mouse),135
D3YWB2,D3YWB2_MOUSE,unreviewed,Vitamin-K-epoxide reductase (warfarin-sensitive) (EC 1.17.4.4),Vkorc1,Mus musculus (Mouse),93
Q7TMV2,Q7TMV2_MOUSE,unreviewed,Cyclooxygenase-2 (EC 1.14.99.1) (PHS II) (Prostaglandin G/H synthase 2) (Prostaglandin H2 synthase 2) (Prostaglandin-endoperoxide synthase 2),Ptgs2,Mus musculus (Mouse),561
Q9JK98,Q9JK98_MOUSE,unreviewed,Clusterin,Clu,Mus musculus (Mouse),372
Q3THC3,Q3THC3_MOUSE,unreviewed,Protein disulfide-isomerase (EC 5.3.4.1),P4hb,Mus musculus (Mouse),509
E9Q411,E9Q411_MOUSE,unreviewed,Neuroblastoma-amplified sequence,Nbas,Mus musculus (Mouse),2356
Q4FJZ3,Q4FJZ3_MOUSE,unreviewed,Ero1l protein,Ero1a Ero1l,Mus musculus (Mouse),464
D3Z6S1,D3Z6S1_MOUSE,unreviewed,Transmembrane protein 214,Tmem214,Mus musculus (Mouse),642
Q3UWK4,Q3UWK4_MOUSE,unreviewed,Microsomal triglyceride transfer protein large subunit (Fragment),Mttp,Mus musculus (Mouse),479
A0A0A6YVS2,A0A0A6YVS2_MOUSE,unreviewed,Calcium load-activated calcium channel (Transmembrane and coiled-coil domain-containing protein 1) (Fragment),Tmco1,Mus musculus (Mouse),200
A0A087WSN5,A0A087WSN5_MOUSE,unreviewed,Phosphatidylinositol-glycan biosynthesis class X protein,Pigx,Mus musculus (Mouse),252
A0A0R4J0Z1,A0A0R4J0Z1_MOUSE,unreviewed,Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72),Pdia4,Mus musculus (Mouse),641
Q3TVJ8,Q3TVJ8_MOUSE,unreviewed,Signal sequence receptor subunit delta (Translocon-associated protein subunit delta),Ssr4,Mus musculus (Mouse),172
Q3TSP4,Q3TSP4_MOUSE,unreviewed,Uncharacterized protein (Fragment),Extl1,Mus musculus (Mouse),636
E0CXJ2,E0CXJ2_MOUSE,unreviewed,Seipin,Bscl2,Mus musculus (Mouse),213
A0A0A6YWX7,A0A0A6YWX7_MOUSE,unreviewed,Microsomal glutathione S-transferase 2,Mgst2,Mus musculus (Mouse),82
Q3TYS4,Q3TYS4_MOUSE,unreviewed,Protein transport protein SEC23,Sec23b,Mus musculus (Mouse),767
Q3UG11,Q3UG11_MOUSE,unreviewed,Calumenin,Calu,Mus musculus (Mouse),315
G3V004,G3V004_MOUSE,unreviewed,Calumenin,Calu,Mus musculus (Mouse),163
A0A286YDS5,A0A286YDS5_MOUSE,unreviewed,Transmembrane emp24 domain-containing protein 9,Tmed9,Mus musculus (Mouse),209
A0A1Y7VM54,A0A1Y7VM54_MOUSE,unreviewed,Transmembrane emp24 domain-containing protein 10,Tmed10,Mus musculus (Mouse),116
Q3U0H6,Q3U0H6_MOUSE,unreviewed,Uncharacterized protein (Fragment),Tmem199 AI316787,Mus musculus (Mouse),206
V9GX32,V9GX32_MOUSE,unreviewed,Exostosin-2,Ext2,Mus musculus (Mouse),586
F6QGX7,F6QGX7_MOUSE,unreviewed,Dolichyldiphosphatase (EC 3.6.1.43) (Fragment),Dolpp1,Mus musculus (Mouse),91
Q5SX75,Q5SX75_MOUSE,unreviewed,Procollagen-proline 4-dioxygenase (EC 1.14.11.2),P4ha2,Mus musculus (Mouse),537
Q3TRB7,Q3TRB7_MOUSE,unreviewed,Uncharacterized protein,Pigu Cdc91l1,Mus musculus (Mouse),428
Q3TDW2,Q3TDW2_MOUSE,unreviewed,Presenilin (EC 3.4.23.-) (Fragment),Psen1,Mus musculus (Mouse),339
F6YX19,F6YX19_MOUSE,unreviewed,Phosphatidylinositol-glycan biosynthesis class X protein,Pigx,Mus musculus (Mouse),252
A1L3S6,A1L3S6_MOUSE,unreviewed,Cholesterol 7-alpha-monooxygenase (EC 1.14.14.23),Cyp7a1,Mus musculus (Mouse),503
Q05DA2,Q05DA2_MOUSE,unreviewed,Translocation protein SEC62 (Fragment),Sec62 Tloc1,Mus musculus (Mouse),136
Q6GQV6,Q6GQV6_MOUSE,unreviewed,Nbas protein (Fragment),Nbas,Mus musculus (Mouse),1866
D3YVR1,D3YVR1_MOUSE,unreviewed,Dimethylaniline monooxygenase [N-oxide-forming] 2 (EC 1.14.13.8) (Dimethylaniline oxidase 2) (Pulmonary flavin-containing monooxygenase 2) (Fragment),Fmo2,Mus musculus (Mouse),161
A0A0N4SV89,A0A0N4SV89_MOUSE,unreviewed,Protein jagunal homolog 1,Jagn1,Mus musculus (Mouse),67
D3Z5H3,D3Z5H3_MOUSE,unreviewed,Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89),Sec11c,Mus musculus (Mouse),206
A0A1B0GT97,A0A1B0GT97_MOUSE,unreviewed,ER lumen protein-retaining receptor,Kdelr1,Mus musculus (Mouse),138
Q5DU26,Q5DU26_MOUSE,unreviewed,MKIAA0519 protein (Fragment),Extl3 mKIAA0519,Mus musculus (Mouse),921
Q3V1P4,Q3V1P4_MOUSE,unreviewed,Exostosin-1 (EC 2.4.1.224) (EC 2.4.1.225),Ext1,Mus musculus (Mouse),746
Q9D781,Q9D781_MOUSE,unreviewed,Vitamin-K-epoxide reductase (warfarin-sensitive) (EC 1.17.4.4),Vkorc1l1,Mus musculus (Mouse),111
Q3TCH2,Q3TCH2_MOUSE,unreviewed,Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12) (Fragment),Uchl1,Mus musculus (Mouse),225
E0CXF1,E0CXF1_MOUSE,unreviewed,Insulin-induced gene protein (Fragment),Insig2,Mus musculus (Mouse),146
Q14DP9,Q14DP9_MOUSE,unreviewed,Dimethylaniline monooxygenase [N-oxide-forming] (EC 1.14.13.8),Fmo9,Mus musculus (Mouse),539
Q8BQK4,Q8BQK4_MOUSE,unreviewed,Apoptosis regulator Bcl-2,Bcl2,Mus musculus (Mouse),236
Q3TAW4,Q3TAW4_MOUSE,unreviewed,Protein transport protein SEC23,Sec23b,Mus musculus (Mouse),767
Q3V4A0,Q3V4A0_MOUSE,unreviewed,Calcium load-activated calcium channel (Transmembrane and coiled-coil domain-containing protein 1) (Fragment),Tmco1,Mus musculus (Mouse),200
E9Q559,E9Q559_MOUSE,unreviewed,Calcium-transporting ATPase (EC 7.2.2.10),Atp2a3,Mus musculus (Mouse),1026
B1ATS5,B1ATS5_MOUSE,unreviewed,Calcium-transporting ATPase (EC 7.2.2.10),Atp2a3,Mus musculus (Mouse),1020
A0A140LJF7,A0A140LJF7_MOUSE,unreviewed,Ryanodine receptor 3,Ryr3,Mus musculus (Mouse),4858
Q9DC41,Q9DC41_MOUSE,unreviewed,78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Hspa5,Mus musculus (Mouse),655
Q0VGU0,Q0VGU0_MOUSE,unreviewed,SAR1 gene homolog B (S. cerevisiae),Sar1b,Mus musculus (Mouse),198
F6Q404,F6Q404_MOUSE,unreviewed,Protein disulfide-isomerase A3 (Fragment),Pdia3,Mus musculus (Mouse),124
A2BDX2,A2BDX2_MOUSE,unreviewed,Dolichol-phosphate mannosyltransferase subunit 1 (EC 2.4.1.83),Dpm1,Mus musculus (Mouse),208
Q3UXX9,Q3UXX9_MOUSE,unreviewed,HCLS1-associated protein X-1 (HS1-associating protein X-1),Hax1,Mus musculus (Mouse),196
Q8C5H9,Q8C5H9_MOUSE,unreviewed,Transmembrane emp24 domain-containing protein 5,Tmed5,Mus musculus (Mouse),100
Q3KP75,Q3KP75_MOUSE,unreviewed,Dimethylaniline monooxygenase [N-oxide-forming] (EC 1.14.13.8),Fmo4,Mus musculus (Mouse),560
Q4FK79,Q4FK79_MOUSE,unreviewed,Signal sequence receptor subunit gamma (Translocon-associated protein subunit gamma),Ssr3,Mus musculus (Mouse),185
Q6PDC2,Q6PDC2_MOUSE,unreviewed,Tmed9 protein,Tmed9,Mus musculus (Mouse),235
A2A8Z3,A2A8Z3_MOUSE,unreviewed,Calreticulin 4,Calr4,Mus musculus (Mouse),313
Q3UYK2,Q3UYK2_MOUSE,unreviewed,Presenilin (EC 3.4.23.-),Psen1,Mus musculus (Mouse),467
Q14DT3,Q14DT3_MOUSE,unreviewed,Dimethylaniline monooxygenase [N-oxide-forming] (EC 1.14.13.8),Fmo9,Mus musculus (Mouse),488
Q548J0,Q548J0_MOUSE,unreviewed,Tlr7 protein (Toll-like receptor 7) (Toll-like receptor 7 isoform),Tlr7,Mus musculus (Mouse),1050
Q6XLQ8,Q6XLQ8_MOUSE,unreviewed,Calumenin,Calu,Mus musculus (Mouse),315
Q8VCD0,Q8VCD0_MOUSE,unreviewed,Vascular endothelial growth factor receptor 2 (EC 2.7.10.1),Kdr,Mus musculus (Mouse),1345
A0A1S6GWI1,A0A1S6GWI1_MOUSE,unreviewed,Proteasome inhibitor PI31 subunit,Psmf1,Mus musculus (Mouse),278
Q3V245,Q3V245_MOUSE,unreviewed,Clusterin (Clusterin alpha chain) (Clusterin beta chain) (Fragment),Clu,Mus musculus (Mouse),76
Q05DM6,Q05DM6_MOUSE,unreviewed,Tmed1 protein,Tmed1,Mus musculus (Mouse),142
Q3URP6,Q3URP6_MOUSE,unreviewed,Protein disulfide-isomerase (EC 5.3.4.1),P4hb,Mus musculus (Mouse),509
G3UXA3,G3UXA3_MOUSE,unreviewed,Calumenin (Fragment),Calu,Mus musculus (Mouse),74
F6V6T4,F6V6T4_MOUSE,unreviewed,Transmembrane emp24 domain-containing protein 2 (Fragment),Tmed2,Mus musculus (Mouse),176
F6XUH0,F6XUH0_MOUSE,unreviewed,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase) (Fragment)",Alg3,Mus musculus (Mouse),173
F2WWK6,F2WWK6_MOUSE,unreviewed,Delta-6 desaturase (EC 1.14.19.-) (Fragment),Fads2,Mus musculus (Mouse),433
A2ACG7,A2ACG7_MOUSE,unreviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Ribophorin-2),Rpn2,Mus musculus (Mouse),615
Q3U9U5,Q3U9U5_MOUSE,unreviewed,B-cell receptor-associated protein (BCR-associated protein),Bcap31,Mus musculus (Mouse),245
B1ATS4,B1ATS4_MOUSE,unreviewed,Calcium-transporting ATPase (EC 7.2.2.10),Atp2a3,Mus musculus (Mouse),981
Q3TT76,Q3TT76_MOUSE,unreviewed,Protein disulfide-isomerase (EC 5.3.4.1) (Fragment),P4hb,Mus musculus (Mouse),385
Q8VEI6,Q8VEI6_MOUSE,unreviewed,Asna1 protein,Get3 Asna1,Mus musculus (Mouse),218
E0CZF3,E0CZF3_MOUSE,unreviewed,Mannosyltransferase (EC 2.4.1.-),Alg9,Mus musculus (Mouse),205
A0A0G2JEH5,A0A0G2JEH5_MOUSE,unreviewed,UDP-N-acetylglucosamine transferase subunit ALG14 homolog (Fragment),Alg14,Mus musculus (Mouse),133
J3QMN6,J3QMN6_MOUSE,unreviewed,Dimethylaniline monooxygenase [N-oxide-forming] (EC 1.14.13.8),Fmo6,Mus musculus (Mouse),532
D3YTM0,D3YTM0_MOUSE,unreviewed,Ceramide synthase 2 (Fragment),Cers2 Lass2,Mus musculus (Mouse),220
H3BJ49,H3BJ49_MOUSE,unreviewed,Ceramide synthase 5 (Fragment),Cers5 Lass5,Mus musculus (Mouse),241
Q3TQQ3,Q3TQQ3_MOUSE,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8) (Fragment),Fkbp14,Mus musculus (Mouse),146
A0A140T8S3,A0A140T8S3_MOUSE,unreviewed,Dolichyldiphosphatase (EC 3.6.1.43),Dolpp1,Mus musculus (Mouse),140
A0A286YE25,A0A286YE25_MOUSE,unreviewed,Spastin (EC 5.6.1.1),Spast SPAST SPG4,Mus musculus (Mouse),613
A0A0J9YUC0,A0A0J9YUC0_MOUSE,unreviewed,Flavin-containing monooxygenase (EC 1.-.-.-),Fmo6,Mus musculus (Mouse),136
Q9R1I4,Q9R1I4_MOUSE,unreviewed,Carboxypeptidase Q (Plasma glutamate carboxypeptidase) (Fragment),Cpq Pgcp,Mus musculus (Mouse),139
A0A494BAL8,A0A494BAL8_MOUSE,unreviewed,Farnesylated proteins-converting enzyme 2,Rce1,Mus musculus (Mouse),204
Q3U281,Q3U281_MOUSE,unreviewed,Uncharacterized protein,Sar1b Sara2,Mus musculus (Mouse),198
F7CPS1,F7CPS1_MOUSE,unreviewed,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134) (Fragment),Hacd4 Hcad4 Ptplad2,Mus musculus (Mouse),252
Q3TV62,Q3TV62_MOUSE,unreviewed,Torsin,Tor1a,Mus musculus (Mouse),333
Q3V397,Q3V397_MOUSE,unreviewed,Uncharacterized protein,Pigs,Mus musculus (Mouse),555
A0A2I3BRH9,A0A2I3BRH9_MOUSE,unreviewed,Stress-associated endoplasmic reticulum protein (Fragment),Serp2,Mus musculus (Mouse),53
E0CY55,E0CY55_MOUSE,unreviewed,Macoilin (Transmembrane protein 57),Maco1,Mus musculus (Mouse),157
A0A2I3BQG3,A0A2I3BQG3_MOUSE,unreviewed,Microsomal signal peptidase 12 kDa subunit (Signal peptidase complex subunit 1),Spcs1,Mus musculus (Mouse),134
A0A140LHW5,A0A140LHW5_MOUSE,unreviewed,Microsomal signal peptidase 25 kDa subunit (Signal peptidase complex subunit 2),Spcs2,Mus musculus (Mouse),74
Q4FZ95,Q4FZ95_MOUSE,unreviewed,Reticulon,Rtn1,Mus musculus (Mouse),268
A0A2I3BRW0,A0A2I3BRW0_MOUSE,unreviewed,Microsomal signal peptidase 12 kDa subunit (Signal peptidase complex subunit 1),Spcs1,Mus musculus (Mouse),102
Q3TWG9,Q3TWG9_MOUSE,unreviewed,Collagen-binding protein (Serpin H1),Serpinh1,Mus musculus (Mouse),417
A0A0R4J1Y7,A0A0R4J1Y7_MOUSE,unreviewed,Thioredoxin domain-containing protein 5,Txndc5,Mus musculus (Mouse),323
F2WWK5,F2WWK5_MOUSE,unreviewed,Delta-6 desaturase (EC 1.14.19.-) (Fragment),Fads2,Mus musculus (Mouse),433
D3Z0Z2,D3Z0Z2_MOUSE,unreviewed,Ceramide synthase 2 (Fragment),Cers2 Lass2,Mus musculus (Mouse),245
F6SWV4,F6SWV4_MOUSE,unreviewed,LDLR chaperone MESD (LRP chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein) (Fragment),Mesd Mesdc2,Mus musculus (Mouse),77
A2AWJ3,A2AWJ3_MOUSE,unreviewed,Dolichyldiphosphatase (EC 3.6.1.43),Dolpp1,Mus musculus (Mouse),195
D3YTZ9,D3YTZ9_MOUSE,unreviewed,Protein RIC-3,Ric3,Mus musculus (Mouse),366
Q3UEM8,Q3UEM8_MOUSE,unreviewed,78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein) (Fragment),Hspa5,Mus musculus (Mouse),520
Q8C1Q1,Q8C1Q1_MOUSE,unreviewed,ArsA_ATPase domain-containing protein,Get3 Asna1,Mus musculus (Mouse),246
Q8K3G7,Q8K3G7_MOUSE,unreviewed,Reticulon,Rtn4,Mus musculus (Mouse),357
Q6ZQM6,Q6ZQM6_MOUSE,unreviewed,N-acetylglucosaminylphosphatidylinositol deacetylase (EC 3.5.1.89),Pigl,Mus musculus (Mouse),251
Q3U505,Q3U505_MOUSE,unreviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Ribophorin-2) (Fragment),Rpn2,Mus musculus (Mouse),659
Q3TXJ4,Q3TXJ4_MOUSE,unreviewed,Uncharacterized protein,Sar1a Sara1,Mus musculus (Mouse),198
Q3TI47,Q3TI47_MOUSE,unreviewed,78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Hspa5,Mus musculus (Mouse),655
Q3TQD1,Q3TQD1_MOUSE,unreviewed,Calumenin (Fragment),Calu,Mus musculus (Mouse),247
A0A1B0GQZ0,A0A1B0GQZ0_MOUSE,unreviewed,Erlin-2 (Fragment),Erlin2,Mus musculus (Mouse),185
Q8K2W5,Q8K2W5_MOUSE,unreviewed,Epoxide hydrolase (EC 3.3.2.9),Ephx1,Mus musculus (Mouse),455
D3Z569,D3Z569_MOUSE,unreviewed,Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89),Sec11a,Mus musculus (Mouse),190
Q3U9G2,Q3U9G2_MOUSE,unreviewed,78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),Hspa5,Mus musculus (Mouse),655
Q9D373,Q9D373_MOUSE,unreviewed,Uncharacterized protein,Calr3,Mus musculus (Mouse),137
A0A0U1RP21,A0A0U1RP21_MOUSE,unreviewed,Vitamin-K-epoxide reductase (warfarin-sensitive) (EC 1.17.4.4),Vkorc1,Mus musculus (Mouse),112
Q3U6T4,Q3U6T4_MOUSE,unreviewed,Calcium pump 3 (EC 7.2.2.10) (Sarcoplasmic/endoplasmic reticulum calcium ATPase 3) (Fragment),Atp2a3,Mus musculus (Mouse),351
Q8BM48,Q8BM48_MOUSE,unreviewed,Microsomal signal peptidase 21 kDa subunit (EC 3.4.21.89) (SEC11 homolog C) (SEC11-like protein 3) (SPC21) (Signal peptidase complex catalytic subunit SEC11C),Sec11c Sec11l3,Mus musculus (Mouse),116
G3X946,G3X946_MOUSE,unreviewed,Dimethylaniline monooxygenase [N-oxide-forming] (EC 1.14.13.8),Gm4847,Mus musculus (Mouse),537
A0A338P6F8,A0A338P6F8_MOUSE,unreviewed,Mannosyltransferase (EC 2.4.1.-),Pigz,Mus musculus (Mouse),58
D3Z4I0,D3Z4I0_MOUSE,unreviewed,GPI ethanolamine phosphate transferase 2,Pigg,Mus musculus (Mouse),975
E9PVD7,E9PVD7_MOUSE,unreviewed,Cystic fibrosis transmembrane conductance regulator (EC 5.6.1.6) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (cAMP-dependent chloride channel),Cftr,Mus musculus (Mouse),1446
B7ZJH9,B7ZJH9_MOUSE,unreviewed,Sigma 1-type opioid receptor (Sigma non-opioid intracellular receptor 1),Sigmar1 Oprs1,Mus musculus (Mouse),156
A3QM89,A3QM89_MOUSE,unreviewed,Reticulon (Fragment),Rtn1,Mus musculus (Mouse),253
F6W3F3,F6W3F3_MOUSE,unreviewed,Vitamin-K-epoxide reductase (warfarin-sensitive) (EC 1.17.4.4) (Fragment),Gm21974 Vkorc1,Mus musculus (Mouse),119
A0A140LHG8,A0A140LHG8_MOUSE,unreviewed,Microsomal signal peptidase 25 kDa subunit (Signal peptidase complex subunit 2),Spcs2,Mus musculus (Mouse),260
B9EJR4,B9EJR4_MOUSE,unreviewed,HCLS1-associated protein X-1 (HS1-associating protein X-1),Hax1,Mus musculus (Mouse),280
A0A0R4J1P7,A0A0R4J1P7_MOUSE,unreviewed,Elongation of very long chain fatty acids protein 2 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL2) (ELOVL fatty acid elongase 2) (ELOVL FA elongase 2) (Very long chain 3-ketoacyl-CoA synthase 2) (Very long chain 3-oxoacyl-CoA synthase 2),Elovl2 ELOVL2,Mus musculus (Mouse),275
A0A0G2JFF9,A0A0G2JFF9_MOUSE,unreviewed,HCLS1-associated protein X-1 (HS1-associating protein X-1),Hax1,Mus musculus (Mouse),254
Q8K000,Q8K000_MOUSE,unreviewed,Sec16a protein (Fragment),Sec16a,Mus musculus (Mouse),800
A0A338P6U3,A0A338P6U3_MOUSE,unreviewed,Mannosyltransferase (EC 2.4.1.-),Pigz,Mus musculus (Mouse),74
Q3U3X6,Q3U3X6_MOUSE,unreviewed,Cytochrome b5 heme-binding domain-containing protein (Fragment),Fads3,Mus musculus (Mouse),469
A0A494BA88,A0A494BA88_MOUSE,unreviewed,Protein YIF1A,Yif1a,Mus musculus (Mouse),240
E0CZB5,E0CZB5_MOUSE,unreviewed,Mannosyltransferase (EC 2.4.1.-) (Fragment),Alg12,Mus musculus (Mouse),171
B6VGH4,B6VGH4_MOUSE,unreviewed,Hydroperoxy icosatetraenoate dehydratase (EC 1.14.14.1) (EC 4.2.1.152),Cyp1a2,Mus musculus (Mouse),513
Q05CD8,Q05CD8_MOUSE,unreviewed,Reticulon,Rtn1,Mus musculus (Mouse),68
Q3U7T8,Q3U7T8_MOUSE,unreviewed,78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein) (Fragment),Hspa5,Mus musculus (Mouse),619
A0A087WQ32,A0A087WQ32_MOUSE,unreviewed,GPI ethanolamine phosphate transferase 1,Pign,Mus musculus (Mouse),826
X1WI15,X1WI15_MOUSE,unreviewed,Essential for reactive oxygen species protein (Fragment),Cybc1,Mus musculus (Mouse),131
F2Z447,F2Z447_MOUSE,unreviewed,Vacuolar ATPase assembly integral membrane protein VMA21,Vma21 VMA21,Mus musculus (Mouse),134
E9Q9B8,E9Q9B8_MOUSE,unreviewed,Clusterin (Clusterin alpha chain) (Clusterin beta chain) (Fragment),Clu,Mus musculus (Mouse),203
D3YWB6,D3YWB6_MOUSE,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8),Fkbp14,Mus musculus (Mouse),117
A0A140LHR3,A0A140LHR3_MOUSE,unreviewed,Microsomal signal peptidase 25 kDa subunit (Signal peptidase complex subunit 2),Spcs2,Mus musculus (Mouse),190
Q3TV94,Q3TV94_MOUSE,unreviewed,Signal sequence receptor subunit alpha (Translocon-associated protein subunit alpha),Ssr1,Mus musculus (Mouse),286
Q3UGB8,Q3UGB8_MOUSE,unreviewed,Derlin,Derl1,Mus musculus (Mouse),251
Q99LY0,Q99LY0_MOUSE,unreviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Fragment),Rpn1,Mus musculus (Mouse),280
D3YY42,D3YY42_MOUSE,unreviewed,Protein YIF1B,Yif1b,Mus musculus (Mouse),251
Z4YJR1,Z4YJR1_MOUSE,unreviewed,Lipase maturation factor,Lmf1,Mus musculus (Mouse),574
Q9Z2E8,Q9Z2E8_MOUSE,unreviewed,"Endoplasmic reticulum membrane sensor NFE2L1 (Nuclear factor erythroid 2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) (Transcription factor NRF1)",Nfe2l1 Nrf1,Mus musculus (Mouse),749
Q06EZ3,Q06EZ3_MOUSE,unreviewed,O-acyltransferase,Soat1 soat1,Mus musculus (Mouse),540
E9Q7G1,E9Q7G1_MOUSE,unreviewed,Transmembrane p24-trafficking protein 7,Tmed7,Mus musculus (Mouse),188
F6US45,F6US45_MOUSE,unreviewed,Seipin (Fragment),Bscl2,Mus musculus (Mouse),134
A2AC29,A2AC29_MOUSE,unreviewed,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (Fragment)",Ebp,Mus musculus (Mouse),121
E9Q1S3,E9Q1S3_MOUSE,unreviewed,Protein transport protein SEC23,Sec23a,Mus musculus (Mouse),736
Q6P5C1,Q6P5C1_MOUSE,unreviewed,Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109) (Fragment),Pomt2,Mus musculus (Mouse),621
B1Q2L7,B1Q2L7_MOUSE,unreviewed,Calreticulin,Calr3 cspn,Mus musculus (Mouse),380
A0A338P722,A0A338P722_MOUSE,unreviewed,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase) (Fragment)",Alg3,Mus musculus (Mouse),188
Q3TZ80,Q3TZ80_MOUSE,unreviewed,Uncharacterized protein,Tmem199 AI316787,Mus musculus (Mouse),208
H3BJ25,H3BJ25_MOUSE,unreviewed,Mannosyltransferase (EC 2.4.1.-) (Fragment),Alg9,Mus musculus (Mouse),109
Q05DH9,Q05DH9_MOUSE,unreviewed,Polyprenol reductase (EC 1.3.1.22) (EC 1.3.1.94),Srd5a3 Srd5a2l,Mus musculus (Mouse),208
Q3UEN4,Q3UEN4_MOUSE,unreviewed,Dimethylaniline monooxygenase [N-oxide-forming] (EC 1.14.13.8),Fmo3,Mus musculus (Mouse),534
D3YTQ6,D3YTQ6_MOUSE,unreviewed,"Phosphatidylinositol glycan anchor biosynthesis, class G",Pigg,Mus musculus (Mouse),850
Q8R5I5,Q8R5I5_MOUSE,unreviewed,HCLS1-associated protein X-1 (HS1-associating protein X-1),Hax1 Hs1bp1,Mus musculus (Mouse),196
Q3UGQ1,Q3UGQ1_MOUSE,unreviewed,Cellular tumor antigen p53 (Fragment),Trp53,Mus musculus (Mouse),357
I4DCY6,I4DCY6_MOUSE,unreviewed,Sigma 1-type opioid receptor (Sigma non-opioid intracellular receptor 1),Sigmar1,Mus musculus (Mouse),106
Q3TL33,Q3TL33_MOUSE,unreviewed,Calumenin,Calu,Mus musculus (Mouse),315
E9PW43,E9PW43_MOUSE,unreviewed,Predicted pseudogene 10320,Gm10320,Mus musculus (Mouse),113
B7ZN11,B7ZN11_MOUSE,unreviewed,Phosphatidylinositol-glycan biosynthesis class W protein (EC 2.3.-.-),Pigw,Mus musculus (Mouse),503
A0A494B9U4,A0A494B9U4_MOUSE,unreviewed,Farnesylated proteins-converting enzyme 2,Rce1,Mus musculus (Mouse),271
E9PUU2,E9PUU2_MOUSE,unreviewed,Clusterin (Clusterin alpha chain) (Clusterin beta chain) (Fragment),Clu,Mus musculus (Mouse),225
Q3UYR9,Q3UYR9_MOUSE,unreviewed,Uncharacterized protein (Fragment),Ext2,Mus musculus (Mouse),435
E9PXG5,E9PXG5_MOUSE,unreviewed,Clusterin (Clusterin alpha chain) (Clusterin beta chain) (Fragment),Clu,Mus musculus (Mouse),233
E9QQ99,E9QQ99_MOUSE,unreviewed,RING-type E3 ubiquitin transferase (EC 2.3.2.27),Syvn1,Mus musculus (Mouse),561
H7BX23,H7BX23_MOUSE,unreviewed,Procollagen-proline 4-dioxygenase (EC 1.14.11.2),P4ha3,Mus musculus (Mouse),542
Q61833,Q61833_MOUSE,unreviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Ribophorin-2),Rpn2 MARib,Mus musculus (Mouse),607
